Date,open,high,low,close,volume
2022-01-03,412.5305515020912,421.49314686618743,413.3297902711568,415.0,3639712.1490437323
2022-01-04,423.1038993055794,432.6053832991653,426.29451566729455,426.4128239513289,4786032.865478214
2022-01-05,432.0099849974448,432.14637742432706,425.45461537100863,429.34276893588753,3424085.5989005505
2022-01-06,431.72272168907034,431.07768526513087,421.2966295394159,430.0936850262182,3773330.132068716
2022-01-07,415.70377627786274,419.697629428453,417.46332241772916,418.3634977863548,4641452.576872035
2022-01-10,420.6855846804206,418.20578710268364,410.384689081428,416.75138440071805,5954221.503351948
2022-01-11,414.0495894158136,417.60948702073915,408.55986150818705,414.66396064487407,5389156.926618113
2022-01-12,409.5957864772643,417.00441079972205,407.788121684395,414.2738947553792,3962787.340707365
2022-01-13,412.75545647362435,413.1015822858713,409.82517156174094,410.51904664295193,8795052.670691347
2022-01-14,413.05293160422775,411.3377107091829,405.50214862803614,410.372405659598,2511433.8673601337
2022-01-17,407.58200085746427,409.8103837412854,406.78046242345715,407.56758980092764,4833210.90794412
2022-01-18,397.93819240693267,400.45025705538944,398.0054968728199,399.7337946451934,1827568.992126272
2022-01-19,407.70231045167156,408.4513827288467,403.7956112470728,405.19488458553576,10716840.523340337
2022-01-20,409.6724843751146,413.32453601712405,408.9131171331279,410.71022554973393,2860563.097817466
2022-01-21,421.4689718642883,424.70546405616733,421.2532629511605,421.5049471838559,3502962.133798027
2022-01-24,422.94282988995667,422.45708855880775,421.5147764059972,421.94797274301766,6460951.541404203
2022-01-25,420.1641298613564,423.3514459916856,414.37437481325213,419.5202757515658,2940297.8170310855
2022-01-26,415.27088133133606,417.66495291681275,415.5718791140698,416.2272805997787,2121928.4933931446
2022-01-27,404.68304592864433,410.14409326113855,405.56897545573224,406.80513985089647,1279810.7313829293
2022-01-28,414.52746239612867,419.2379565448871,412.11906827568424,412.9678770695779,2822111.6518379645
2022-01-31,401.8287150774423,408.5591378263338,405.8542800683656,406.3251885358969,8989731.06917192
2022-02-01,399.9501200434368,400.1297544901926,395.09778166518055,399.28605829152485,3514214.4119490026
2022-02-02,398.7166535776977,398.20376652756516,394.6990712663092,398.17569380355826,7685819.149067018
2022-02-03,408.35085065436374,409.9783638226497,405.5766411024796,407.27375454236005,4886662.149334243
2022-02-04,408.0951175008931,412.1577516140084,408.7092389007209,408.8450849663817,2577720.258480351
2022-02-07,403.18374173621817,408.359823800371,402.04534012482304,402.7353078568588,1589056.9703287908
2022-02-08,400.15956130232234,402.583874965292,395.4309852208883,398.5705987740945,2926425.911139281
2022-02-09,400.3471612346254,402.85679885189035,400.76742479755274,402.4469626335114,4391384.197618094
2022-02-10,401.7133632013768,408.64773383560197,401.5578737556706,401.5996182778773,2885242.133600188
2022-02-11,397.87612021023955,398.42890460270297,396.5579113363615,397.1138727250316,3507481.1754645146
2022-02-14,393.37276428987894,399.048261282177,394.7771051529944,395.8647497120416,4295351.9227006305
2022-02-15,398.5407137012413,402.3323581240167,398.010230224084,400.4337985256872,2678486.193728342
2022-02-16,415.87824949122717,414.8605332881835,410.9313603428828,412.60475189644166,1551604.9489018456
2022-02-17,407.2099699626495,408.1370874381395,400.93262266583275,405.0976979791264,2718216.92389241
2022-02-18,399.9406067874065,402.74578895486576,396.23206792300147,401.42953512049223,4258885.25652659
2022-02-21,398.1792581832313,399.27601909393337,394.7876714592334,396.73776564874316,2116336.3758734344
2022-02-22,383.5047890369843,383.076445632478,378.66504485243655,382.7144978987999,1880774.2342855076
2022-02-23,380.2247453702433,378.8154273204496,372.2817595164422,377.56109421846014,1930903.0010116831
2022-02-24,374.0528719387098,376.673622955658,365.52159319865314,371.9183192188017,2832723.5283017363
2022-02-25,373.7610023102434,384.6804248762904,377.25331111440784,378.3553856292648,2990433.640146473
2022-02-28,377.1627588857849,379.93593406609494,376.4697592238814,377.720768158122,3091342.956962664
2022-03-01,371.29674304860237,370.28796167923684,362.67155249570226,368.7452153972816,1682423.3773969794
